# Shirakawa 4x8x130 S-pentacube tiling, canonical coords
# piece_no=x,y,z;x,y,z;x,y,z;x,y,z;x,y,z
421=0,7,64;0,7,65;1,7,65;2,6,65;2,7,65
422=1,0,65;1,0,66;2,0,65;3,0,65;3,1,65
423=1,1,65;1,1,66;1,2,66;1,3,66;2,3,66
424=2,1,65;2,1,66;2,1,67;2,2,65;3,1,67
425=2,4,65;2,4,66;2,4,67;2,5,65;3,4,67
426=2,7,67;3,6,65;3,7,65;3,7,66;3,7,67
427=0,0,67;0,1,67;1,0,67;2,0,66;2,0,67
428=2,2,66;3,0,66;3,0,67;3,1,66;3,2,66
429=0,2,66;0,2,67;0,2,68;0,3,66;1,2,68
430=2,5,66;3,3,66;3,3,67;3,4,66;3,5,66
431=0,3,68;0,4,66;0,4,67;0,4,68;1,4,66
432=0,6,66;0,6,67;1,6,66;2,6,66;2,7,66
433=1,6,67;1,7,67;2,6,67;3,6,66;3,6,67
434=0,6,68;0,7,66;0,7,67;0,7,68;1,7,66
435=1,1,67;1,2,67;2,2,67;3,2,67;3,2,68
436=0,3,67;1,3,67;1,3,68;1,3,69;1,4,69
437=1,1,68;2,1,68;2,2,68;2,3,67;2,3,68
438=1,4,67;1,4,68;2,4,68;3,3,68;3,4,68
439=0,5,67;1,5,67;1,5,68;1,5,69;1,6,69
440=2,4,69;2,5,67;2,5,68;2,5,69;3,5,67
441=0,0,68;0,0,69;0,0,70;0,1,68;1,0,70
442=1,0,68;1,0,69;2,0,68;3,0,68;3,1,68
443=0,5,68;0,5,69;0,6,69;0,7,69;1,7,69
444=2,3,69;3,3,69;3,4,69;3,5,68;3,5,69
445=1,6,68;1,7,68;2,7,68;3,7,68;3,7,69
446=2,6,68;3,6,68;3,6,69;3,6,70;3,7,70
447=2,0,69;2,1,69;2,2,69;2,2,70;3,0,69
448=0,0,71;0,1,69;0,1,70;0,1,71;1,1,69
449=2,2,71;3,1,69;3,2,69;3,2,70;3,2,71
450=0,2,69;0,3,69;0,4,69;0,4,70;1,2,69
451=1,7,71;2,6,69;2,7,69;2,7,70;2,7,71
452=2,0,70;3,0,70;3,0,71;3,0,72;3,1,72
453=1,1,70;1,2,70;1,3,70;1,3,71;2,1,70
454=1,1,71;1,2,71;2,1,71;3,1,70;3,1,71
455=0,2,70;0,2,71;0,2,72;0,3,70;1,2,72
456=2,3,70;2,4,70;2,5,70;2,5,71;3,3,70
457=1,4,70;1,4,71;2,4,71;3,3,71;3,4,71
458=2,5,72;3,4,70;3,5,70;3,5,71;3,5,72
459=0,5,70;0,5,71;0,5,72;0,6,70;1,5,72
460=0,7,70;1,5,70;1,5,71;1,6,70;1,7,70
461=0,6,71;0,7,71;1,6,71;2,6,70;2,6,71
462=1,0,71;2,0,71;2,0,72;2,0,73;2,1,73
463=0,3,71;0,3,72;0,3,73;0,4,71;1,3,73
464=1,1,72;2,1,72;2,2,72;2,3,71;2,3,72
465=2,7,73;3,6,71;3,7,71;3,7,72;3,7,73
466=0,0,72;0,0,73;0,0,74;0,1,72;1,0,74
467=1,0,72;1,0,73;1,1,73;1,2,73;2,2,73
468=2,3,74;3,2,72;3,3,72;3,3,73;3,3,74
469=1,3,72;1,4,72;2,4,72;3,4,72;3,4,73
470=0,4,72;0,4,73;1,4,73;2,3,73;2,4,73
471=0,6,72;0,6,73;1,6,72;2,6,72;2,7,72
472=1,6,73;1,7,73;2,6,73;3,6,72;3,6,73
473=0,6,74;0,7,72;0,7,73;0,7,74;1,7,72
474=2,1,75;3,0,73;3,1,73;3,1,74;3,1,75
475=0,1,73;0,1,74;1,1,74;2,0,74;2,1,74
476=0,2,73;0,2,74;0,3,74;0,4,74;1,4,74
477=1,2,74;1,3,74;2,2,74;3,2,73;3,2,74
478=0,4,75;0,5,73;0,5,74;0,5,75;1,5,73
479=2,5,73;3,5,73;3,5,74;3,5,75;3,6,75
480=1,0,75;1,1,75;2,0,75;3,0,74;3,0,75
481=2,4,74;3,4,74;3,4,75;3,4,76;3,5,76
482=1,5,74;1,5,75;1,5,76;1,6,74;2,5,76
483=1,7,74;2,5,74;2,5,75;2,6,74;2,7,74
484=2,7,76;3,6,74;3,7,74;3,7,75;3,7,76
485=0,0,75;0,0,76;0,0,77;0,1,75;1,0,77
486=0,2,75;0,2,76;0,2,77;0,3,75;1,2,77
487=1,2,75;1,3,75;2,3,75;3,3,75;3,3,76
488=2,2,75;3,2,75;3,2,76;3,2,77;3,3,77
489=1,4,75;2,4,75;2,4,76;2,4,77;2,5,77
490=0,6,75;0,6,76;1,6,75;2,6,75;2,7,75
491=0,6,77;0,7,75;0,7,76;0,7,77;1,7,75
492=1,0,76;1,1,76;2,1,76;3,1,76;3,1,77
493=2,0,76;3,0,76;3,0,77;3,0,78;3,1,78
494=0,1,76;0,1,77;1,1,77;2,0,77;2,1,77
495=1,2,76;2,2,76;2,2,77;2,2,78;2,3,78
496=0,3,76;0,4,76;0,5,76;0,5,77;1,3,76
497=0,3,77;0,4,77;1,3,77;2,3,76;2,3,77
498=1,4,76;1,4,77;1,5,77;1,6,77;2,6,77
499=0,7,78;1,6,76;1,7,76;1,7,77;1,7,78
500=2,6,76;3,6,76;3,6,77;3,6,78;3,7,78
501=2,5,79;3,4,77;3,5,77;3,5,78;3,5,79
502=2,6,79;2,7,77;2,7,78;2,7,79;3,7,77
503=0,0,78;0,0,79;1,0,78;2,0,78;2,1,78
504=0,0,80;0,1,78;0,1,79;0,1,80;1,1,78
505=0,2,78;0,3,78;0,4,78;0,4,79;1,2,78
506=2,3,80;3,2,78;3,3,78;3,3,79;3,3,80
507=0,4,80;1,3,78;1,4,78;1,4,79;1,4,80
508=2,4,78;3,4,78;3,4,79;3,4,80;3,5,80
509=0,5,78;0,5,79;1,5,78;2,5,78;2,6,78
510=0,5,80;0,6,78;0,6,79;0,6,80;1,6,78
511=1,0,79;1,0,80;2,0,79;3,0,79;3,1,79
512=1,1,79;1,1,80;1,1,81;1,2,79;2,1,81
513=1,3,79;2,1,79;2,1,80;2,2,79;2,3,79
514=0,2,79;0,2,80;0,2,81;0,3,79;1,2,81
515=1,2,80;1,3,80;2,2,80;3,2,79;3,2,80
516=2,4,79;2,4,80;2,5,80;2,6,80;3,6,80
517=1,5,79;1,5,80;1,5,81;1,6,79;2,5,81
518=2,7,81;3,6,79;3,7,79;3,7,80;3,7,81
519=0,6,81;0,7,79;0,7,80;0,7,81;1,7,79
520=0,0,81;0,1,81;1,0,81;2,0,80;2,0,81
521=2,1,82;3,0,80;3,1,80;3,1,81;3,1,82
522=0,3,80;0,3,81;1,3,81;2,2,81;2,3,81
523=1,6,80;1,6,81;2,6,81;3,5,81;3,6,81
524=1,6,82;1,7,80;1,7,81;1,7,82;2,7,80
525=1,0,82;1,1,82;2,0,82;3,0,81;3,0,82
526=2,4,81;3,2,81;3,2,82;3,3,81;3,4,81
527=0,4,81;0,4,82;0,4,83;0,5,81;1,4,83
528=1,4,81;1,4,82;2,4,82;3,3,82;3,4,82
529=0,0,82;0,0,83;0,0,84;0,1,82;1,0,84
530=0,2,82;0,2,83;1,2,82;2,2,82;2,3,82
531=0,2,84;0,3,82;0,3,83;0,3,84;1,3,82
532=0,5,82;0,6,82;0,7,82;0,7,83;1,5,82
533=2,5,82;2,6,82;2,7,82;2,7,83;3,5,82
534=2,7,84;3,6,82;3,7,82;3,7,83;3,7,84
535=1,0,83;1,1,83;2,1,83;3,1,83;3,1,84
536=2,0,83;3,0,83;3,0,84;3,0,85;3,1,85
537=0,1,83;0,1,84;1,1,84;2,0,84;2,1,84
538=1,2,83;1,2,84;2,2,83;3,2,83;3,3,83
539=1,2,85;1,3,83;1,3,84;1,3,85;2,3,83
540=2,4,83;3,4,83;3,4,84;3,4,85;3,5,85
541=0,5,83;0,5,84;0,5,85;0,6,83;1,5,85
542=1,5,83;1,5,84;2,5,83;3,5,83;3,6,83
543=0,7,85;1,6,83;1,7,83;1,7,84;1,7,85
544=0,6,84;0,7,84;1,6,84;2,6,83;2,6,84
545=1,4,84;2,2,84;2,2,85;2,3,84;2,4,84
546=2,3,86;3,2,84;3,3,84;3,3,85;3,3,86
547=0,4,84;0,4,85;1,4,85;2,3,85;2,4,85
548=2,5,84;2,5,85;2,6,85;2,7,85;3,7,85
549=2,6,86;3,5,84;3,6,84;3,6,85;3,6,86
550=0,0,85;0,0,86;1,0,85;2,0,85;2,1,85
551=0,0,87;0,1,85;0,1,86;0,1,87;1,1,85
552=0,2,85;0,2,86;0,2,87;0,3,85;1,2,87
553=1,2,86;1,3,86;2,2,86;3,2,85;3,2,86
554=0,5,87;0,6,85;0,6,86;0,6,87;1,6,85
555=1,0,86;1,0,87;2,0,86;3,0,86;3,1,86
556=1,1,86;2,1,86;2,1,87;2,1,88;2,2,88
557=0,3,86;0,3,87;1,3,87;2,2,87;2,3,87
558=0,4,86;0,4,87;0,4,88;0,5,86;1,4,88
559=1,4,86;1,5,86;1,6,86;1,6,87;2,4,86
560=1,4,87;1,5,87;2,4,87;3,4,86;3,4,87
561=2,5,86;3,5,86;3,5,87;3,5,88;3,6,88
562=0,6,88;0,7,86;0,7,87;0,7,88;1,7,86
563=2,6,88;2,7,86;2,7,87;2,7,88;3,7,86
564=0,0,88;0,1,88;1,0,88;2,0,87;2,0,88
565=2,1,89;3,0,87;3,1,87;3,1,88;3,1,89
566=1,1,87;1,1,88;1,2,88;1,3,88;2,3,88
567=2,3,89;3,2,87;3,3,87;3,3,88;3,3,89
568=2,5,87;2,5,88;2,5,89;2,6,87;3,5,89
569=2,7,89;3,6,87;3,7,87;3,7,88;3,7,89
570=0,5,88;1,5,88;1,6,88;1,7,87;1,7,88
571=1,0,89;1,1,89;2,0,89;3,0,88;3,0,89
572=0,2,88;0,2,89;0,2,90;0,3,88;1,2,90
573=1,2,89;1,3,89;2,2,89;3,2,88;3,2,89
574=2,4,88;3,4,88;3,4,89;3,4,90;3,5,90
575=0,0,89;0,0,90;0,0,91;0,1,89;1,0,91
576=0,3,89;0,3,90;1,3,90;2,2,90;2,3,90
577=0,4,89;0,5,89;0,6,89;0,6,90;1,4,89
578=0,4,90;0,5,90;1,4,90;2,4,89;2,4,90
579=1,5,89;1,6,89;2,6,89;3,6,89;3,6,90
580=0,6,91;0,7,89;0,7,90;0,7,91;1,7,89
581=1,0,90;1,1,90;2,1,90;3,1,90;3,1,91
582=2,0,90;3,0,90;3,0,91;3,0,92;3,1,92
583=0,1,90;0,1,91;1,1,91;2,0,91;2,1,91
584=2,3,92;3,2,90;3,3,90;3,3,91;3,3,92
585=1,5,90;1,5,91;1,6,91;1,7,91;2,7,91
586=2,5,90;2,5,91;2,5,92;2,6,90;3,5,92
587=1,6,90;1,7,90;2,7,90;3,7,90;3,7,91
588=0,2,91;0,2,92;1,2,91;2,2,91;2,3,91
589=1,2,92;1,3,92;2,2,92;3,2,91;3,2,92
590=0,2,93;0,3,91;0,3,92;0,3,93;1,3,91
591=0,4,91;0,4,92;0,4,93;0,5,91;1,4,93
592=1,4,91;2,4,91;2,4,92;2,4,93;2,5,93
593=2,6,91;3,4,91;3,4,92;3,5,91;3,6,91
594=0,0,92;0,0,93;1,0,92;2,0,92;2,1,92
595=0,0,94;0,1,92;0,1,93;0,1,94;1,1,92
596=0,5,94;1,4,92;1,5,92;1,5,93;1,5,94
597=0,5,92;0,5,93;0,6,93;0,7,93;1,7,93
598=0,6,92;0,7,92;1,7,92;2,7,92;2,7,93
599=1,6,92;1,6,93;2,6,92;3,6,92;3,7,92
600=1,0,93;1,0,94;2,0,93;3,0,93;3,1,93
601=1,0,95;1,1,93;1,1,94;1,1,95;2,1,93
602=1,2,93;1,3,93;2,3,93;3,3,93;3,3,94
603=2,2,93;3,2,93;3,2,94;3,2,95;3,3,95
604=2,6,93;3,4,93;3,4,94;3,5,93;3,6,93
605=2,5,94;3,5,94;3,6,94;3,7,93;3,7,94
606=1,2,94;2,0,94;2,0,95;2,1,94;2,2,94
607=2,1,96;3,0,94;3,1,94;3,1,95;3,1,96
608=0,2,94;0,2,95;1,2,95;2,1,95;2,2,95
609=0,3,94;0,3,95;1,3,94;2,3,94;2,4,94
610=0,3,96;0,4,94;0,4,95;0,4,96;1,4,94
611=0,6,94;0,6,95;1,6,94;2,6,94;2,7,94
612=0,6,96;0,7,94;0,7,95;0,7,96;1,7,94
613=0,0,95;0,0,96;0,0,97;0,1,95;1,0,97
614=1,0,96;1,1,96;2,0,96;3,0,95;3,0,96
615=1,3,95;2,3,95;2,3,96;2,3,97;2,4,97
616=1,4,95;1,5,95;1,6,95;1,6,96;2,4,95
617=2,2,96;3,2,96;3,3,96;3,4,95;3,4,96
618=0,5,95;0,5,96;1,5,96;2,4,96;2,5,96
619=1,6,97;2,5,95;2,6,95;2,6,96;2,6,97
620=2,7,95;3,5,95;3,5,96;3,6,95;3,7,95
621=1,7,95;1,7,96;2,7,96;3,6,96;3,7,96
622=0,1,96;0,1,97;0,2,97;0,3,97;1,3,97
623=0,2,96;1,2,96;1,2,97;1,2,98;1,3,98
624=0,4,98;1,3,96;1,4,96;1,4,97;1,4,98
625=2,0,97;3,0,97;3,0,98;3,0,99;3,1,99
626=1,1,97;1,1,98;2,1,97;3,1,97;3,2,97
627=2,2,97;2,2,98;2,3,98;2,4,98;3,4,98
628=2,1,98;3,1,98;3,2,98;3,3,97;3,3,98
629=0,4,97;0,5,97;1,5,97;2,5,97;2,5,98
630=2,5,99;3,4,97;3,5,97;3,5,98;3,5,99
631=0,6,97;0,7,97;1,7,97;2,7,97;2,7,98
632=2,7,99;3,6,97;3,7,97;3,7,98;3,7,99
633=0,0,98;0,1,98;0,2,98;0,2,99;1,0,98
634=0,0,99;0,1,99;1,0,99;2,0,98;2,0,99
635=0,3,98;0,3,99;1,3,99;2,2,99;2,3,99
636=0,5,98;0,6,98;0,7,98;0,7,99;1,5,98
637=0,7,100;1,6,98;1,7,98;1,7,99;1,7,100
638=2,5,100;2,6,98;2,6,99;2,6,100;3,6,98
639=1,1,99;1,1,100;1,1,101;1,2,99;2,1,101
640=2,1,99;2,1,100;2,2,100;2,3,100;3,3,100
641=2,4,99;3,2,99;3,2,100;3,3,99;3,4,99
642=0,4,99;0,5,99;0,6,99;0,6,100;1,4,99
643=1,5,99;1,5,100;1,5,101;1,6,99;2,5,101
644=2,4,100;3,4,100;3,5,100;3,6,99;3,6,100
645=0,0,100;0,1,100;0,2,100;0,2,101;1,0,100
646=0,0,101;0,1,101;1,0,101;2,0,100;2,0,101
647=2,1,102;3,0,100;3,1,100;3,1,101;3,1,102
648=0,4,100;1,2,100;1,2,101;1,3,100;1,4,100
649=0,3,100;0,3,101;1,3,101;2,2,101;2,3,101
650=0,5,100;0,5,101;0,6,101;0,7,101;1,7,101
651=1,6,100;1,6,101;2,6,101;3,5,101;3,6,101
652=2,6,102;2,7,100;2,7,101;2,7,102;3,7,100
653=1,0,102;1,1,102;2,0,102;3,0,101;3,0,102
654=2,3,103;3,2,101;3,3,101;3,3,102;3,3,103
655=0,4,101;1,4,101;1,4,102;1,4,103;1,5,103
656=2,4,101;3,4,101;3,4,102;3,4,103;3,5,103
657=2,5,102;3,5,102;3,6,102;3,7,101;3,7,102
658=0,0,102;0,0,103;0,0,104;0,1,102;1,0,104
659=0,2,102;0,2,103;1,2,102;2,2,102;2,3,102
660=1,2,103;1,3,103;2,2,103;3,2,102;3,2,103
661=0,2,104;0,3,102;0,3,103;0,3,104;1,3,102
662=0,4,102;0,4,103;0,5,103;0,6,103;1,6,103
663=2,4,102;2,4,103;2,5,103;2,6,103;3,6,103
664=0,5,102;0,6,102;0,7,102;0,7,103;1,5,102
665=0,7,104;1,6,102;1,7,102;1,7,103;1,7,104
666=1,0,103;1,1,103;2,1,103;3,1,103;3,1,104
667=2,0,103;3,0,103;3,0,104;3,0,105;3,1,105
668=0,1,103;0,1,104;1,1,104;2,0,104;2,1,104
669=2,6,105;2,7,103;2,7,104;2,7,105;3,7,103
670=1,2,104;1,3,104;2,3,104;3,3,104;3,3,105
671=2,2,104;3,2,104;3,2,105;3,2,106;3,3,106
672=0,3,106;0,4,104;0,4,105;0,4,106;1,4,104
673=2,4,104;2,4,105;2,4,106;2,5,104;3,4,106
674=2,6,104;3,4,104;3,4,105;3,5,104;3,6,104
675=0,5,104;0,5,105;0,6,105;0,7,105;1,7,105
676=0,3,105;1,3,105;1,4,105;1,5,104;1,5,105
677=0,6,104;1,6,104;1,6,105;1,6,106;1,7,106
678=2,5,105;3,5,105;3,6,105;3,7,104;3,7,105
679=0,0,105;0,0,106;1,0,105;2,0,105;2,1,105
680=0,0,107;0,1,105;0,1,106;0,1,107;1,1,105
681=0,2,105;0,2,106;1,2,105;2,2,105;2,3,105
682=1,0,106;1,0,107;2,0,106;3,0,106;3,1,106
683=1,0,108;1,1,106;1,1,107;1,1,108;2,1,106
684=1,2,106;1,3,106;1,4,106;1,4,107;2,2,106
685=0,3,107;0,4,107;1,3,107;2,3,106;2,3,107
686=0,5,106;0,5,107;1,5,106;2,5,106;2,6,106
687=2,7,106;3,5,106;3,5,107;3,6,106;3,7,106
688=0,6,106;0,6,107;0,6,108;0,7,106;1,6,108
689=1,2,107;2,0,107;2,0,108;2,1,107;2,2,107
690=2,1,109;3,0,107;3,1,107;3,1,108;3,1,109
691=0,2,107;0,2,108;1,2,108;2,1,108;2,2,108
692=2,4,107;3,2,107;3,2,108;3,3,107;3,4,107
693=1,5,107;1,5,108;1,5,109;1,6,107;2,5,109
694=1,7,107;2,5,107;2,5,108;2,6,107;2,7,107
695=2,7,109;3,6,107;3,7,107;3,7,108;3,7,109
696=0,7,107;0,7,108;1,7,108;2,6,108;2,7,108
697=0,0,108;0,0,109;0,0,110;0,1,108;1,0,110
698=1,0,109;1,1,109;2,0,109;3,0,108;3,0,109
699=0,3,108;0,4,108;0,5,108;0,5,109;1,3,108
700=2,3,108;3,3,108;3,3,109;3,3,110;3,4,110
701=1,4,108;1,4,109;2,4,108;3,4,108;3,5,108
702=1,6,109;1,7,109;2,6,109;3,6,108;3,6,109
703=0,1,109;0,1,110;1,1,110;2,0,110;2,1,110
704=0,1,111;0,2,109;0,2,110;0,2,111;1,2,109
705=2,2,109;3,2,109;3,2,110;3,2,111;3,3,111
706=0,3,109;0,3,110;0,3,111;0,4,109;1,3,111
707=1,3,109;1,3,110;1,4,110;1,5,110;2,5,110
708=1,4,111;2,3,109;2,4,109;2,4,110;2,4,111
709=2,5,111;3,4,109;3,5,109;3,5,110;3,5,111
710=0,6,109;0,6,110;0,6,111;0,7,109;1,6,111
711=2,1,112;3,0,110;3,1,110;3,1,111;3,1,112
712=1,1,112;1,2,110;1,2,111;1,2,112;2,2,110
713=1,1,111;2,1,111;2,2,111;2,3,110;2,3,111
714=0,4,110;0,4,111;0,4,112;0,5,110;1,4,112
715=1,6,110;1,7,110;2,7,110;3,7,110;3,7,111
716=2,6,110;3,6,110;3,6,111;3,6,112;3,7,112
717=0,7,110;0,7,111;1,7,111;2,6,111;2,7,111
718=0,0,111;1,0,111;1,0,112;1,0,113;1,1,113
719=2,0,111;3,0,111;3,0,112;3,0,113;3,1,113
720=2,2,112;3,2,112;3,3,112;3,4,111;3,4,112
721=0,4,113;0,5,111;0,5,112;0,5,113;1,5,111
722=0,0,112;0,0,113;0,0,114;0,1,112;1,0,114
723=2,0,112;2,0,113;2,1,113;2,2,113;3,2,113
724=0,2,112;0,3,112;1,3,112;2,3,112;2,3,113
725=2,4,112;2,4,113;2,5,113;2,6,113;3,6,113
726=0,3,113;1,3,113;1,4,113;1,5,112;1,5,113
727=2,5,112;3,5,112;3,5,113;3,5,114;3,6,114
728=0,6,112;0,6,113;1,6,112;2,6,112;2,7,112
729=0,6,114;0,7,112;0,7,113;0,7,114;1,7,112
730=0,1,113;0,1,114;1,1,114;2,0,114;2,1,114
731=0,1,115;0,2,113;0,2,114;0,2,115;1,2,113
732=2,4,115;3,3,113;3,4,113;3,4,114;3,4,115
733=1,6,113;1,7,113;2,7,113;3,7,113;3,7,114
734=2,2,114;3,0,114;3,0,115;3,1,114;3,2,114
735=1,2,114;1,2,115;2,2,115;3,1,115;3,2,115
736=0,3,114;0,3,115;1,3,114;2,3,114;2,4,114
737=1,3,115;1,4,115;2,3,115;3,3,114;3,3,115
738=0,3,116;0,4,114;0,4,115;0,4,116;1,4,114
739=0,5,114;1,5,114;1,5,115;1,5,116;1,6,116
740=1,7,114;2,5,114;2,5,115;2,6,114;2,7,114
741=1,6,114;1,6,115;2,6,115;3,5,115;3,6,115
742=0,0,115;1,0,115;1,0,116;1,0,117;1,1,117
743=2,0,115;2,0,116;2,0,117;2,1,115;3,0,117
744=1,1,115;1,1,116;2,1,116;3,0,116;3,1,116
745=0,5,115;0,5,116;0,6,116;0,7,116;1,7,116
746=0,6,115;0,7,115;1,7,115;2,7,115;2,7,116
747=2,5,116;3,5,116;3,6,116;3,7,115;3,7,116
748=0,0,116;0,0,117;0,1,117;0,2,117;1,2,117
749=0,1,116;0,2,116;1,2,116;2,2,116;2,2,117
750=2,3,118;3,2,116;3,3,116;3,3,117;3,3,118
751=1,3,116;1,4,116;2,4,116;3,4,116;3,4,117
752=0,3,117;0,4,117;1,3,117;2,3,116;2,3,117
753=1,4,117;2,4,117;2,5,117;2,6,116;2,6,117
754=2,0,119;2,1,117;2,1,118;2,1,119;3,1,117
755=1,2,118;1,3,118;2,2,118;3,2,117;3,2,118
756=0,5,117;0,5,118;0,5,119;0,6,117;1,5,119
757=1,5,117;1,5,118;2,5,118;3,4,118;3,5,118
758=2,6,119;3,5,117;3,6,117;3,6,118;3,6,119
759=1,6,117;1,7,117;2,7,117;3,7,117;3,7,118
760=0,7,117;0,7,118;1,7,118;2,6,118;2,7,118
761=0,0,118;0,0,119;0,0,120;0,1,118;1,0,120
762=1,0,118;1,0,119;2,0,118;3,0,118;3,1,118
763=1,1,118;1,1,119;1,2,119;1,3,119;2,3,119
764=0,2,118;0,2,119;0,3,119;0,4,119;1,4,119
765=0,3,118;0,4,118;1,4,118;2,4,118;2,4,119
766=0,5,120;0,6,118;0,6,119;0,6,120;1,6,118
767=2,2,119;3,0,119;3,0,120;3,1,119;3,2,119
768=0,1,119;0,1,120;1,1,120;2,0,120;2,1,120
769=2,5,119;3,3,119;3,3,120;3,4,119;3,5,119
770=0,4,120;1,4,120;1,5,120;1,6,119;1,6,120
771=0,6,121;0,7,119;0,7,120;0,7,121;1,7,119
772=2,6,121;2,7,119;2,7,120;2,7,121;3,7,119
773=2,2,122;3,1,120;3,2,120;3,2,121;3,2,122
774=0,2,120;0,2,121;1,2,120;2,2,120;2,3,120
775=0,2,122;0,3,120;0,3,121;0,3,122;1,3,120
776=2,4,120;2,4,121;2,4,122;2,5,120;3,4,122
777=2,6,120;3,4,120;3,4,121;3,5,120;3,6,120
778=0,5,121;1,5,121;1,6,121;1,7,120;1,7,121
779=2,5,121;3,5,121;3,6,121;3,7,120;3,7,121
780=0,0,121;1,0,121;1,0,122;1,0,123;1,1,123
781=2,0,121;3,0,121;3,0,122;3,0,123;3,1,123
782=0,1,121;0,1,122;1,1,121;2,1,121;2,2,121
783=1,1,122;1,2,122;2,1,122;3,1,121;3,1,122
784=0,3,123;1,2,121;1,3,121;1,3,122;1,3,123
785=2,3,121;3,3,121;3,3,122;3,3,123;3,4,123
786=0,4,121;1,4,121;1,4,122;1,4,123;1,5,123
787=0,0,122;0,0,123;0,1,123;0,2,123;1,2,123
788=2,0,122;2,0,123;2,1,123;2,2,123;3,2,123
789=2,3,122;2,3,123;2,4,123;2,5,123;3,5,123
790=0,4,122;0,4,123;0,5,123;0,6,123;1,6,123
791=0,5,122;0,6,122;0,7,122;0,7,123;1,5,122
792=2,5,122;2,6,122;2,7,122;2,7,123;3,5,122
793=0,7,124;1,6,122;1,7,122;1,7,123;1,7,124
794=2,7,124;3,6,122;3,7,122;3,7,123;3,7,124
795=2,5,125;2,6,123;2,6,124;2,6,125;3,6,123
796=0,0,124;0,0,125;0,0,126;0,1,124;1,0,126
797=0,2,124;1,0,124;1,0,125;1,1,124;1,2,124
798=2,0,124;2,0,125;2,0,126;2,1,124;3,0,126
799=2,2,124;3,0,124;3,0,125;3,1,124;3,2,124
800=0,3,124;0,4,124;0,5,124;0,5,125;1,3,124
801=0,3,125;0,4,125;1,3,125;2,3,124;2,3,125
802=2,5,124;3,3,124;3,3,125;3,4,124;3,5,124
803=1,3,126;1,4,124;1,4,125;1,4,126;2,4,124
804=1,5,124;1,5,125;1,6,125;1,7,125;2,7,125
805=0,5,126;0,6,124;0,6,125;0,6,126;1,6,124
806=2,4,125;3,4,125;3,5,125;3,6,124;3,6,125
807=0,1,125;0,2,125;1,2,125;2,2,125;2,2,126
808=1,1,125;1,1,126;2,1,125;3,1,125;3,2,125
809=0,7,125;0,7,126;1,7,126;2,6,126;2,7,126
810=2,5,126;3,5,126;3,6,126;3,7,125;3,7,126
811=0,1,126;0,1,127;0,1,128;0,2,126;1,1,128
812=2,1,126;3,1,126;3,1,127;3,1,128;3,2,128
813=1,2,126;1,2,127;1,3,127;1,4,127;2,4,127
814=2,4,126;3,2,126;3,2,127;3,3,126;3,4,126
815=0,3,126;0,3,127;0,3,128;0,4,126;1,3,128
816=1,1,127;2,1,127;2,2,127;2,3,126;2,3,127
817=1,5,126;1,5,127;1,5,128;1,6,126;2,5,128
818=0,0,127;1,0,127;1,0,128;1,0,129;1,1,129
819=2,0,127;3,0,127;3,0,128;3,0,129;3,1,129
820=0,2,127;0,2,128;1,2,128;2,1,128;2,2,128
821=2,5,127;3,3,127;3,3,128;3,4,127;3,5,127
822=0,4,127;0,4,128;0,5,128;0,6,128;1,6,128
823=0,5,127;0,6,127;1,6,127;2,6,127;2,6,128
824=2,4,128;3,4,128;3,5,128;3,6,127;3,6,128
825=0,6,129;0,7,127;0,7,128;0,7,129;1,7,127
826=2,6,129;2,7,127;2,7,128;2,7,129;3,7,127
827=0,0,128;0,0,129;0,1,129;0,2,129;1,2,129
828=2,0,128;2,0,129;2,1,129;2,2,129;3,2,129
829=0,3,129;0,4,129;1,3,129;2,3,128;2,3,129
830=1,4,128;1,4,129;2,4,129;3,3,129;3,4,129
831=0,5,129;1,5,129;1,6,129;1,7,128;1,7,129
832=2,5,129;3,5,129;3,6,129;3,7,128;3,7,129
